index,item_identifier,item_weight,item_type,item_fat_content,item_mrp,item_visibility,outlet_identifier,outlet_establishment_year,outlet_size_str,outlet_size_num,outlet_location_type,outlet_type,item_outlet_sales,outlet_item_revenue
3563,FDK04,7.36,Frozen Foods,Low Fat,58.5588,0.052312034,OUT046,1997,small,1,Tier 1,Supermarket Type1,801.6232,46942.09
3564,NCI42,18.75,Household,Low Fat,207.1954,0.010363586,OUT035,2004,small,1,Tier 2,Supermarket Type1,1667.1632,345428.55
3565,FDF45,18.2,Fruits and Vegetables,Regular,59.9904,0.012254429,OUT018,2009,medium,2,Tier 3,Supermarket Type2,644.4944,38663.48
3566,FDN56,5.46,Fruits and Vegetables,Regular,144.8786,0.107223632,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3323.0078,481432.72
3567,FDR56,15.5,Fruits and Vegetables,Regular,196.5768,0.101335811,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3350.3056,658592.35
3568,FDX40,12.85,Frozen Foods,Low Fat,39.3164,0.098993139,OUT046,1997,small,1,Tier 1,Supermarket Type1,540.6296,21255.61
3569,FDB34,15.25,Snack Foods,Low Fat,86.0198,0.026760329,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2006.0554,172560.48
3570,FDY47,8.6,Breads,Regular,130.531,0.054594957,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1298.31,169469.7
3571,DRB01,7.39,Soft Drinks,Low Fat,190.953,0.082170947,OUT013,1987,high,3,Tier 3,Supermarket Type1,2466.789,471040.76
3572,FDR51,9.035,Meat,Regular,151.4708,0.173821519,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2407.5328,364670.92
3573,FDR48,11.65,Baking Goods,Low Fat,152.3024,0.131708682,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1518.024,231198.7
3574,FDZ25,15.7,Canned,Regular,171.179,0.027594064,OUT013,1987,high,3,Tier 3,Supermarket Type1,1867.569,319688.59
3575,FDJ04,18.0,Frozen Foods,Low Fat,120.3124,0.12470444,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2725.7852,327945.76
3576,NCG07,12.6,Household,Low Fat,190.853,0.052247806,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4554.072,869158.3
3577,FDB52,17.75,Dairy,Low Fat,257.4672,0.030559583,OUT018,2009,medium,2,Tier 3,Supermarket Type2,3835.008,987388.77
3578,FDH14,17.1,Canned,Regular,142.0838,0.046903482,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2528.7084,359288.5
3579,NCY17,18.2,Health and Hygiene,Low Fat,43.0086,0.163096139,OUT046,1997,small,1,Tier 1,Supermarket Type1,758.3462,32615.41
3580,FDX31,20.35,Fruits and Vegetables,Regular,234.4958,0.0,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1402.1748,328804.1
3581,FDN12,15.6,Baking Goods,Low Fat,112.3544,0.081103929,OUT046,1997,small,1,Tier 1,Supermarket Type1,1006.6896,113106.01
3582,FDG56,13.3,Fruits and Vegetables,Regular,59.7536,0.071743629,OUT018,2009,medium,2,Tier 3,Supermarket Type2,918.804,54901.85
3583,FDP23,6.71,Breads,Low Fat,218.3166,0.035731825,OUT018,2009,medium,2,Tier 3,Supermarket Type2,5660.6316,1235809.84
3584,FDC47,15.0,Snack Foods,Low Fat,226.9694,0.119131749,OUT045,2002,medium,2,Tier 2,Supermarket Type1,6851.082,1554985.97
3585,FDW25,12.6,Canned,Low Fat,86.8224,0.037217847,OUT027,1985,medium,2,Tier 3,Supermarket Type3,1448.7808,125786.63
3586,NCR42,9.105,Household,Low Fat,33.89,0.038559926,OUT045,2002,medium,2,Tier 2,Supermarket Type1,99.87,3384.59
3587,DRO59,11.8,Hard Drinks,Low Fat,75.4012,0.054238448,OUT049,1999,medium,2,Tier 1,Supermarket Type1,986.7156,74399.54
3588,FDT60,12.0,Baking Goods,Low Fat,124.5388,0.075856062,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1733.7432,215918.3
3589,FDE32,20.7,Fruits and Vegetables,Low Fat,37.8506,0.048957533,OUT018,2009,medium,2,Tier 3,Supermarket Type2,265.6542,10055.17
3590,FDF21,10.3,Fruits and Vegetables,Regular,191.553,0.059160135,OUT017,2007,medium,2,Tier 2,Supermarket Type1,6641.355,1272171.47
3591,FDX04,19.6,Frozen Foods,Regular,46.0376,0.041536962,OUT013,1987,high,3,Tier 3,Supermarket Type1,527.3136,24276.25
3592,FDC22,6.89,Snack Foods,Regular,193.482,0.0,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2510.066,485652.59
3593,FDD39,16.7,Dairy,Low Fat,216.385,0.070297175,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3678.545,795981.96
3594,DRC36,13.0,Soft Drinks,Regular,175.0054,0.044984874,OUT046,1997,small,1,Tier 1,Supermarket Type1,1926.1594,337088.3
3595,DRE01,10.1,Soft Drinks,Low Fat,241.7512,0.167155198,OUT046,1997,small,1,Tier 1,Supermarket Type1,5331.7264,1288951.26
3596,FDP37,15.6,Breakfast,Low Fat,130.3994,0.142986863,OUT013,1987,high,3,Tier 3,Supermarket Type1,2826.9868,368637.38
3597,DRI01,7.97,Soft Drinks,Low Fat,173.7422,0.0,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2759.0752,479367.8
3598,NCE19,12.6,Household,Low Fat,54.5956,0.162856593,OUT019,1985,small,1,Tier 1,Grocery Store,218.3824,11922.72
3599,NCS30,5.945,Household,Low Fat,128.9652,0.0,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1808.3128,233209.42
3600,FDX31,20.35,Fruits and Vegetables,Regular,234.4958,0.014885998,OUT018,2009,medium,2,Tier 3,Supermarket Type2,3271.7412,767209.57
3601,FDH47,13.5,Starchy Foods,Regular,96.4068,0.128816212,OUT046,1997,small,1,Tier 1,Supermarket Type1,2527.3768,243656.31
3602,FDY11,6.71,Baking Goods,Regular,65.0142,0.029680868,OUT018,2009,medium,2,Tier 3,Supermarket Type2,856.8846,55709.67
3603,FDU23,12.15,Breads,Low Fat,166.0184,0.036360676,OUT010,1998,medium,2,Tier 3,Grocery Store,330.2368,54825.39
3604,FDO19,17.7,Fruits and Vegetables,Regular,50.5034,0.016582833,OUT013,1987,high,3,Tier 3,Supermarket Type1,1458.102,73639.11
3605,FDP08,20.5,Fruits and Vegetables,Regular,193.9478,0.112316501,OUT013,1987,high,3,Tier 3,Supermarket Type1,4456.1994,864270.07
3606,FDX19,19.1,Fruits and Vegetables,Low Fat,235.1958,0.096653315,OUT013,1987,high,3,Tier 3,Supermarket Type1,4673.916,1099285.41
3607,FDJ28,12.3,Frozen Foods,Low Fat,191.2162,0.021984639,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1924.162,367930.95
3608,FDE29,8.905,Frozen Foods,Low Fat,62.0878,0.143351652,OUT049,1999,medium,2,Tier 1,Supermarket Type1,302.939,18808.82
3609,FDC14,14.5,Canned,Regular,40.0454,0.041482394,OUT017,2007,medium,2,Tier 2,Supermarket Type1,209.727,8398.6
3610,FDV44,8.365,Fruits and Vegetables,Regular,190.7188,0.040069806,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1904.188,363164.45
3611,NCF43,8.51,Household,Low Fat,141.947,0.052239735,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2004.058,284470.02
3612,NCY42,6.38,Household,Low Fat,144.047,0.015149955,OUT013,1987,high,3,Tier 3,Supermarket Type1,3149.234,453637.71
3613,NCZ06,12.6,Household,Low Fat,253.8698,0.09370568,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3297.7074,837188.32
3614,FDB29,16.7,Frozen Foods,Regular,115.1176,0.052401766,OUT035,2004,small,1,Tier 2,Supermarket Type1,1488.7288,171378.89
3615,FDL28,10.0,Frozen Foods,Regular,231.7668,0.063121982,OUT013,1987,high,3,Tier 3,Supermarket Type1,460.7336,106782.75
3616,FDF57,14.5,Fruits and Vegetables,Regular,168.6448,0.058946687,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2897.5616,488658.7
3617,FDE44,14.65,Fruits and Vegetables,Low Fat,50.3692,0.171245426,OUT013,1987,high,3,Tier 3,Supermarket Type1,591.2304,29779.8
3618,FDU33,12.6,Snack Foods,Regular,45.3402,0.134057426,OUT027,1985,medium,2,Tier 3,Supermarket Type3,918.804,41658.76
3619,FDA08,11.85,Fruits and Vegetables,Regular,163.8526,0.050368454,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1808.9786,296405.85
3620,NCC06,19.0,Household,Low Fat,127.1336,0.026986367,OUT046,1997,small,1,Tier 1,Supermarket Type1,2812.3392,357542.81
3621,FDO32,6.36,Fruits and Vegetables,Low Fat,45.806,0.120543611,OUT046,1997,small,1,Tier 1,Supermarket Type1,1165.15,53370.86
3622,FDU39,18.85,Meat,Low Fat,58.4562,0.036037952,OUT046,1997,small,1,Tier 1,Supermarket Type1,711.0744,41566.71
3623,NCK18,9.6,Household,Low Fat,165.9184,0.006725388,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2972.1312,493131.25
3624,FDI26,5.94,Canned,Low Fat,177.3344,0.034940979,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1605.9096,284783.02
3625,DRE37,13.5,Soft Drinks,Low Fat,189.9872,0.094219593,OUT046,1997,small,1,Tier 1,Supermarket Type1,1323.6104,251469.03
3626,NCN26,10.85,Household,Low Fat,117.5808,0.048004263,OUT010,1998,medium,2,Tier 3,Grocery Store,351.5424,41334.64
3627,FDS16,15.15,Frozen Foods,Regular,147.376,0.066164431,OUT035,2004,small,1,Tier 2,Supermarket Type1,2197.14,323805.7
3628,FDE40,15.6,Dairy,Regular,62.4194,0.0,OUT018,2009,medium,2,Tier 3,Supermarket Type2,804.9522,50244.63
3629,FDP03,5.15,Meat,Regular,122.9388,0.0,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2105.2596,258818.09
3630,FDA27,20.35,Dairy,Regular,253.9672,0.030975716,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3068.0064,779172.99
3631,FDJ12,8.895,Baking Goods,Regular,208.8296,0.039101813,OUT049,1999,medium,2,Tier 1,Supermarket Type1,5400.9696,1127882.32
3632,FDT03,21.25,Meat,Low Fat,181.7608,0.010039493,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1102.5648,200403.06
3633,FDF50,4.905,Canned,Low Fat,195.7768,0.117308165,OUT035,2004,small,1,Tier 2,Supermarket Type1,2956.152,578745.98
3634,FDC51,10.895,Dairy,Regular,124.173,0.009641375,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1601.249,198831.89
3635,NCL55,12.6,Others,Low Fat,254.604,0.113212516,OUT019,1985,small,1,Tier 1,Grocery Store,759.012,193247.49
3636,FDZ23,17.75,Baking Goods,Regular,185.224,0.067490036,OUT035,2004,small,1,Tier 2,Supermarket Type1,6338.416,1174026.77
3637,FDW24,6.8,Baking Goods,Low Fat,50.2034,0.037573095,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1166.4816,58561.34
3638,FDH21,10.395,Seafood,Low Fat,156.9604,0.031219108,OUT035,2004,small,1,Tier 2,Supermarket Type1,4595.3516,721288.23
3639,NCQ41,14.8,Health and Hygiene,Low Fat,193.5794,0.032606181,OUT010,1998,medium,2,Tier 3,Grocery Store,390.1588,75526.71
3640,FDH48,13.5,Baking Goods,Low Fat,84.554,0.0,OUT018,2009,medium,2,Tier 3,Supermarket Type2,778.986,65866.38
3641,FDX11,16.0,Baking Goods,Regular,183.6634,0.106731895,OUT035,2004,small,1,Tier 2,Supermarket Type1,2544.6876,467365.98
3642,FDK33,17.85,Snack Foods,Low Fat,211.956,0.0112259,OUT013,1987,high,3,Tier 3,Supermarket Type1,4474.176,948328.45
3643,FDV36,18.7,Baking Goods,Low Fat,127.102,0.026355345,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3289.052,418045.09
3644,NCW41,18.0,Health and Hygiene,Low Fat,159.3604,0.01548171,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2059.9852,328280.07
3645,FDU32,12.6,Fruits and Vegetables,Low Fat,120.8414,0.045465958,OUT019,1985,small,1,Tier 1,Grocery Store,852.8898,103064.4
3646,FDE36,5.26,Baking Goods,Regular,162.7868,0.041857101,OUT045,2002,medium,2,Tier 2,Supermarket Type1,4258.4568,693220.56
3647,FDO27,6.175,Meat,Regular,94.9752,0.0,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1534.0032,145692.26
3648,FDW27,5.86,Meat,Regular,156.6314,0.151159243,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3257.7594,510267.42
3649,FDJ48,12.6,Baking Goods,Low Fat,246.9118,0.056161529,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5681.2714,1402772.95
3650,FDR11,10.5,Breads,Regular,161.1578,0.142419608,OUT013,1987,high,3,Tier 3,Supermarket Type1,1765.0358,284449.29
3651,FDV07,9.5,Fruits and Vegetables,Low Fat,110.3228,0.031410378,OUT018,2009,medium,2,Tier 3,Supermarket Type2,2763.07,304829.62
3652,FDO50,12.6,Canned,Low Fat,93.0804,0.077790204,OUT027,1985,medium,2,Tier 3,Supermarket Type3,2940.1728,273672.46
3653,FDN04,11.8,Frozen Foods,Regular,178.2344,0.014166739,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2854.9504,508850.37
3654,FDZ08,12.5,Fruits and Vegetables,Regular,81.8592,0.110215444,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1238.388,101373.45
3655,FDD05,19.35,Frozen Foods,Low Fat,119.3098,0.016679143,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1928.1568,230048.0
3656,FDV60,20.2,Baking Goods,Regular,195.011,0.117339056,OUT035,2004,small,1,Tier 2,Supermarket Type1,2749.754,536232.28
3657,NCG30,20.2,Household,Low Fat,123.5046,0.112227747,OUT013,1987,high,3,Tier 3,Supermarket Type1,2739.1012,338291.6
3658,FDX37,12.6,Canned,Low Fat,100.57,0.062724117,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5093.37,512240.22
3659,FDW24,6.8,Baking Goods,Low Fat,49.6034,0.037555348,OUT049,1999,medium,2,Tier 1,Supermarket Type1,972.068,48217.88
3660,DRM48,12.6,Soft Drinks,Low Fat,39.1848,0.112349962,OUT027,1985,medium,2,Tier 3,Supermarket Type3,559.272,21914.96
3661,FDF46,12.6,Snack Foods,Low Fat,116.7834,0.093217569,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4952.8862,578414.89
3662,NCY54,8.43,Household,Low Fat,170.5422,0.177661246,OUT035,2004,small,1,Tier 2,Supermarket Type1,3621.2862,617582.12
3663,FDS35,9.3,Breads,Low Fat,64.6826,0.11184963,OUT017,2007,medium,2,Tier 2,Supermarket Type1,774.9912,50128.45
3664,FDB04,11.35,Dairy,Regular,88.3856,0.06321435,OUT035,2004,small,1,Tier 2,Supermarket Type1,1318.284,116517.32
3665,NCK05,20.1,Health and Hygiene,Low Fat,59.3536,0.077892365,OUT017,2007,medium,2,Tier 2,Supermarket Type1,918.804,54534.33
3666,FDT46,11.35,Snack Foods,Low Fat,49.0008,0.051564827,OUT010,1998,medium,2,Tier 3,Grocery Store,101.2016,4958.96
3667,FDP52,12.6,Frozen Foods,Regular,228.601,0.070349402,OUT027,1985,medium,2,Tier 3,Supermarket Type3,7350.432,1680316.11
3668,NCR17,9.8,Health and Hygiene,Low Fat,117.5492,0.024521239,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1390.1904,163415.77
3669,NCN54,20.35,Household,Low Fat,76.3328,0.021447102,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1312.9576,100221.73
3670,FDX12,18.2,Baking Goods,Regular,241.2196,0.026059557,OUT035,2004,small,1,Tier 2,Supermarket Type1,6507.5292,1569743.59
3671,DRL23,18.35,Hard Drinks,Low Fat,105.2938,0.015301418,OUT035,2004,small,1,Tier 2,Supermarket Type1,2036.6822,214450.01
3672,DRN47,12.1,Hard Drinks,Low Fat,179.866,0.0,OUT045,2002,medium,2,Tier 2,Supermarket Type1,3595.32,646675.83
3673,FDM25,10.695,Breakfast,Regular,174.0712,0.060615254,OUT013,1987,high,3,Tier 3,Supermarket Type1,2460.7968,428353.85
3674,FDF52,12.6,Frozen Foods,Low Fat,184.2292,0.066459891,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4560.73,840219.64
3675,FDU21,11.8,Snack Foods,Regular,33.1558,0.076876046,OUT045,2002,medium,2,Tier 2,Supermarket Type1,543.2928,18013.31
3676,FDI15,13.8,Dairy,Low Fat,263.5884,0.14215211,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2384.8956,628630.82
3677,FDJ09,15.0,Snack Foods,Low Fat,46.4744,0.058632705,OUT018,2009,medium,2,Tier 3,Supermarket Type2,543.2928,25249.21
3678,FDW03,5.63,Meat,Regular,105.1306,0.024541277,OUT046,1997,small,1,Tier 1,Supermarket Type1,3135.918,329680.94
3679,FDA07,7.55,Fruits and Vegetables,Regular,124.3072,0.030992735,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2695.1584,335027.59
3680,FDU39,18.85,Meat,Low Fat,57.3562,0.036241797,OUT017,2007,medium,2,Tier 2,Supermarket Type1,1007.3554,57778.08
3681,FDI60,7.22,Baking Goods,Regular,61.951,0.038398937,OUT045,2002,medium,2,Tier 2,Supermarket Type1,1518.024,94043.1
3682,FDK33,17.85,Snack Foods,Low Fat,211.656,0.011258035,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2556.672,541134.97
3683,FDN01,8.895,Breakfast,Low Fat,177.437,0.072511335,OUT049,1999,medium,2,Tier 1,Supermarket Type1,3528.74,626129.04
3684,FDV38,19.25,Dairy,Low Fat,54.6956,0.101689151,OUT013,1987,high,3,Tier 3,Supermarket Type1,163.7868,8958.42
3685,NCV06,11.3,Household,Low Fat,194.2478,0.066625843,OUT013,1987,high,3,Tier 3,Supermarket Type1,2712.4692,526891.17
3686,FDQ34,10.85,Snack Foods,Low Fat,107.8622,0.162242617,OUT046,1997,small,1,Tier 1,Supermarket Type1,1058.622,114185.3
3687,DRK37,5.0,Soft Drinks,Low Fat,189.853,0.0,OUT045,2002,medium,2,Tier 2,Supermarket Type1,4933.578,936654.58
3688,NCY53,20.0,Health and Hygiene,Low Fat,110.2544,0.0,OUT013,1987,high,3,Tier 3,Supermarket Type1,1454.1072,160321.72
3689,FDD53,12.6,Frozen Foods,Low Fat,43.7454,0.044008347,OUT027,1985,medium,2,Tier 3,Supermarket Type3,671.1264,29358.69
3690,FDV49,10.0,Canned,Low Fat,264.6226,0.025867353,OUT049,1999,medium,2,Tier 1,Supermarket Type1,4757.8068,1259023.21
3691,FDY36,12.6,Baking Goods,Low Fat,74.338,0.016476619,OUT019,1985,small,1,Tier 1,Grocery Store,146.476,10888.73
3692,FDH34,8.63,Snack Foods,Low Fat,185.7582,0.031095246,OUT046,1997,small,1,Tier 1,Supermarket Type1,3529.4058,655616.07
3693,NCD07,9.1,Household,Low Fat,115.4518,0.0,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2390.8878,276032.3
3694,FDB51,6.92,Dairy,Low Fat,62.5852,0.038422076,OUT013,1987,high,3,Tier 3,Supermarket Type1,438.0964,27418.35
3695,NCH42,6.86,Household,Low Fat,228.401,0.061155983,OUT010,1998,medium,2,Tier 3,Grocery Store,229.701,52463.94
3696,NCI31,20.0,Others,Low Fat,37.819,0.08131178,OUT035,2004,small,1,Tier 2,Supermarket Type1,439.428,16618.73
3697,FDL56,14.1,Fruits and Vegetables,Low Fat,87.1198,0.125756824,OUT035,2004,small,1,Tier 2,Supermarket Type1,2529.3742,220358.57
3698,FDG29,17.6,Frozen Foods,Low Fat,41.7454,0.05661033,OUT017,2007,medium,2,Tier 2,Supermarket Type1,209.727,8755.14
3699,FDJ45,17.75,Seafood,Low Fat,35.1216,0.073709686,OUT018,2009,medium,2,Tier 3,Supermarket Type2,415.4592,14591.59
3700,FDJ38,8.6,Canned,Regular,191.653,0.040432954,OUT017,2007,medium,2,Tier 2,Supermarket Type1,3795.06,727334.63
3701,NCO05,7.27,Health and Hygiene,Low Fat,100.4384,0.046749112,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1970.768,197940.78
3702,FDW24,6.8,Baking Goods,Low Fat,50.4034,0.062762374,OUT010,1998,medium,2,Tier 3,Grocery Store,48.6034,2449.78
3703,FDN34,12.6,Snack Foods,Regular,170.7132,0.045542628,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4904.2828,837225.81
3704,FDH46,6.935,Snack Foods,Regular,103.1332,0.041346469,OUT049,1999,medium,2,Tier 1,Supermarket Type1,820.2656,84596.62
3705,FDW39,6.69,Meat,Regular,175.137,0.036903419,OUT035,2004,small,1,Tier 2,Supermarket Type1,1235.059,216304.53
3706,DRK59,12.6,Hard Drinks,Low Fat,233.9616,0.075084457,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4452.8704,1041800.68
3707,FDU25,12.35,Canned,Low Fat,57.4246,0.026735372,OUT045,2002,medium,2,Tier 2,Supermarket Type1,810.9444,46568.16
3708,FDC44,15.6,Fruits and Vegetables,Low Fat,115.1518,0.172453254,OUT013,1987,high,3,Tier 3,Supermarket Type1,683.1108,78661.44
3709,FDG17,12.6,Frozen Foods,Regular,246.2486,0.035666655,OUT027,1985,medium,2,Tier 3,Supermarket Type3,8063.5038,1985626.52
3710,FDI45,13.1,Fruits and Vegetables,Low Fat,175.5054,0.037581243,OUT046,1997,small,1,Tier 1,Supermarket Type1,2451.4756,430247.21
3711,FDK08,9.195,Fruits and Vegetables,Regular,100.1016,0.122202946,OUT013,1987,high,3,Tier 3,Supermarket Type1,1619.2256,162087.07
3712,FDW36,11.15,Baking Goods,Low Fat,107.1622,0.056921876,OUT035,2004,small,1,Tier 2,Supermarket Type1,423.4488,45377.7
3713,FDL39,16.1,Dairy,Regular,180.9318,0.063319379,OUT035,2004,small,1,Tier 2,Supermarket Type1,1984.7498,359104.35
3714,FDS13,6.465,Canned,Low Fat,266.1884,0.124402507,OUT013,1987,high,3,Tier 3,Supermarket Type1,5299.768,1410736.76
3715,FDO57,20.75,Snack Foods,Low Fat,161.5578,0.108879177,OUT049,1999,medium,2,Tier 1,Supermarket Type1,320.9156,51846.42
3716,FDS37,7.655,Canned,Low Fat,115.7492,0.032125561,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2548.6824,295007.95
3717,FDV26,20.25,Dairy,Regular,193.5794,0.076097073,OUT013,1987,high,3,Tier 3,Supermarket Type1,1950.794,377633.53
3718,FDJ22,18.75,Snack Foods,Low Fat,189.7504,0.052766297,OUT013,1987,high,3,Tier 3,Supermarket Type1,2492.7552,473001.3
3719,FDC16,11.5,Dairy,Regular,86.054,0.020601791,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1038.648,89379.81
3720,NCH42,12.6,Household,Low Fat,231.601,0.036360386,OUT027,1985,medium,2,Tier 3,Supermarket Type3,7580.133,1755566.38
3721,FDD46,12.6,Snack Foods,Low Fat,154.7998,0.140571971,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3383.5956,523779.92
3722,FDT25,7.5,Canned,Low Fat,123.2072,0.05074138,OUT035,2004,small,1,Tier 2,Supermarket Type1,1837.608,226406.54
3723,FDR34,17.0,Snack Foods,Regular,229.1352,0.015997687,OUT045,2002,medium,2,Tier 2,Supermarket Type1,4580.704,1049600.53
3724,FDQ10,12.6,Snack Foods,Low Fat,170.4422,0.033018559,OUT027,1985,medium,2,Tier 3,Supermarket Type3,5000.8238,852351.41
3725,DRI03,6.03,Dairy,Low Fat,177.9028,0.022703693,OUT046,1997,small,1,Tier 1,Supermarket Type1,4781.7756,850691.27
3726,FDB58,12.6,Snack Foods,Regular,143.7154,0.013431109,OUT027,1985,medium,2,Tier 3,Supermarket Type3,4821.7236,692955.94
3727,FDQ03,15.0,Meat,Regular,235.6248,0.0,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1896.1984,446791.37
3728,DRD27,18.75,Dairy,Low Fat,97.4042,0.023876985,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2281.6966,222246.83
3729,FDK33,17.85,Snack Foods,Low Fat,213.756,0.011281018,OUT018,2009,medium,2,Tier 3,Supermarket Type2,3408.896,728671.97
3730,DRL23,18.35,Hard Drinks,Low Fat,107.5938,0.015328106,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1822.2946,196067.6
3731,FDW32,18.35,Fruits and Vegetables,Regular,87.1882,0.094488071,OUT045,2002,medium,2,Tier 2,Supermarket Type1,515.3292,44930.63
3732,NCL05,19.6,Health and Hygiene,Low Fat,44.677,0.047897663,OUT046,1997,small,1,Tier 1,Supermarket Type1,173.108,7733.95
3733,DRB01,12.6,Soft Drinks,Low Fat,190.053,0.081841136,OUT027,1985,medium,2,Tier 3,Supermarket Type3,569.259,108189.38
3734,NCL06,14.65,Household,Low Fat,260.9594,0.072212787,OUT045,2002,medium,2,Tier 2,Supermarket Type1,2878.2534,751107.28
3735,FDH10,21.0,Snack Foods,Low Fat,195.3478,0.049505857,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1162.4868,227089.24
3736,NCO14,9.6,Household,Low Fat,45.2086,0.02981155,OUT017,2007,medium,2,Tier 2,Supermarket Type1,669.129,30250.39
3737,FDV03,17.6,Meat,Low Fat,154.4314,0.058181585,OUT049,1999,medium,2,Tier 1,Supermarket Type1,2326.971,359357.39
3738,FDW52,14.0,Frozen Foods,Regular,166.4526,0.037734782,OUT017,2007,medium,2,Tier 2,Supermarket Type1,4769.1254,793833.32
3739,NCZ30,6.59,Household,Low Fat,119.1098,0.0,OUT017,2007,medium,2,Tier 2,Supermarket Type1,964.0784,114831.19
3740,FDY35,17.6,Breads,Regular,47.8402,0.026827052,OUT010,1998,medium,2,Tier 3,Grocery Store,91.8804,4395.58
3741,FDN31,11.5,Fruits and Vegetables,Low Fat,191.353,0.072881535,OUT046,1997,small,1,Tier 1,Supermarket Type1,2277.036,435717.67
3742,FDX31,20.35,Fruits and Vegetables,Regular,234.0958,0.014822802,OUT035,2004,small,1,Tier 2,Supermarket Type1,2570.6538,601779.26
3743,NCJ05,18.7,Health and Hygiene,Low Fat,152.3682,0.046159928,OUT049,1999,medium,2,Tier 1,Supermarket Type1,1677.1502,255544.36
3744,FDN56,5.46,Fruits and Vegetables,Regular,143.8786,0.107662745,OUT017,2007,medium,2,Tier 2,Supermarket Type1,4334.358,623621.36
3745,FDZ04,9.31,Frozen Foods,Low Fat,62.351,0.038014104,OUT049,1999,medium,2,Tier 1,Supermarket Type1,822.263,51268.92
3746,FDJ44,12.3,Fruits and Vegetables,Regular,174.9396,0.106307146,OUT035,2004,small,1,Tier 2,Supermarket Type1,1569.9564,274647.54
3747,FDI08,18.2,Fruits and Vegetables,Regular,248.1092,0.066672058,OUT017,2007,medium,2,Tier 2,Supermarket Type1,4233.1564,1050285.05
3748,FDB59,18.25,Snack Foods,Low Fat,200.0084,0.015341139,OUT018,2009,medium,2,Tier 3,Supermarket Type2,1984.084,396833.47
3749,FDY15,18.25,Dairy,Regular,156.463,0.171174491,OUT045,2002,medium,2,Tier 2,Supermarket Type1,938.778,146884.02
3750,NCZ18,12.6,Household,Low Fat,252.7698,0.325780807,OUT019,1985,small,1,Tier 1,Grocery Store,761.0094,192360.19
3751,DRO47,10.195,Hard Drinks,Low Fat,114.486,0.112859454,OUT017,2007,medium,2,Tier 2,Supermarket Type1,2490.092,285080.67
3752,FDW21,5.34,Snack Foods,Regular,102.4358,0.005962753,OUT035,2004,small,1,Tier 2,Supermarket Type1,2010.716,205969.3
3753,FDZ14,12.6,Dairy,Regular,123.1756,0.047358246,OUT027,1985,medium,2,Tier 3,Supermarket Type3,3998.7948,492553.95
